,Age,EstimatedSalary
0,0.023809523809523808,0.02962962962962963
1,0.40476190476190477,0.037037037037037035
2,0.19047619047619047,0.2074074074074074
3,0.21428571428571427,0.3111111111111111
4,0.023809523809523808,0.45185185185185184
5,0.21428571428571427,0.31851851851851853
6,0.21428571428571427,0.5111111111111111
7,0.3333333333333333,1.0
8,0.16666666666666666,0.13333333333333333
9,0.40476190476190477,0.37037037037037035
10,0.19047619047619047,0.48148148148148145
11,0.19047619047619047,
12,0.047619047619047616,0.5259259259259259
13,0.3333333333333333,0.022222222222222223
14,0.0,0.4962962962962963
15,0.2619047619047619,0.48148148148148145
16,0.6904761904761905,0.07407407407407407
17,0.6428571428571429,0.08148148148148149
18,0.6666666666666666,0.0962962962962963
19,0.7142857142857143,0.1037037037037037
20,0.6428571428571429,0.05185185185185185
21,0.6904761904761905,0.2518518518518518
22,0.7142857142857143,0.1925925925925926
23,0.6428571428571429,0.05185185185185185
24,0.6666666666666666,0.05925925925925926
25,0.6904761904761905,0.037037037037037035
26,0.7380952380952381,0.0962962962962963
27,0.6904761904761905,0.1111111111111111
28,0.2619047619047619,0.2074074074074074
29,0.30952380952380953,0.022222222222222223
30,0.30952380952380953,0.43703703703703706
31,0.21428571428571427,0.9037037037037037
32,0.07142857142857142,0.007407407407407408
33,0.23809523809523808,0.21481481481481482
34,0.21428571428571427,0.5555555555555556
35,0.40476190476190477,0.08888888888888889
36,0.35714285714285715,0.0962962962962963
37,0.2857142857142857,0.2518518518518518
38,0.19047619047619047,0.4222222222222222
39,0.21428571428571427,0.11851851851851852
40,0.21428571428571427,0.014814814814814815
41,0.35714285714285715,0.26666666666666666
42,0.40476190476190477,0.6888888888888889
43,0.2857142857142857,0.0
44,0.23809523809523808,0.5111111111111111
45,0.11904761904761904,0.037037037037037035
46,0.16666666666666666,0.4740740740740741
47,0.21428571428571427,0.28888888888888886
48,0.2857142857142857,0.8888888888888888
49,0.30952380952380953,0.5481481481481482
50,0.14285714285714285,0.1259259259259259
51,0.0,0.21481481481481482
52,0.2619047619047619,0.5037037037037037
53,0.40476190476190477,0.05925925925925926
54,0.21428571428571427,0.31851851851851853
55,,0.2962962962962963
56,0.11904761904761904,0.24444444444444444
57,0.23809523809523808,0.4740740740740741
58,0.09523809523809523,0.022222222222222223
59,0.3333333333333333,0.7555555555555555
60,0.21428571428571427,0.037037037037037035
61,0.16666666666666666,0.5333333333333333
62,0.11904761904761904,0.37777777777777777
63,0.3333333333333333,0.7777777777777778
64,0.9761904761904762,0.5037037037037037
65,0.14285714285714285,0.31851851851851853
66,0.14285714285714285,0.02962962962962963
67,0.11904761904761904,0.4962962962962963
68,0.09523809523809523,
69,0.30952380952380953,0.3925925925925926
70,0.16666666666666666,0.48148148148148145
71,0.14285714285714285,0.08888888888888889
72,0.047619047619047616,0.05925925925925926
73,0.35714285714285715,0.725925925925926
74,0.3333333333333333,0.022222222222222223
75,0.38095238095238093,0.7185185185185186
76,0.0,0.2740740740740741
77,0.09523809523809523,0.08888888888888889
78,0.23809523809523808,0.5333333333333333
79,0.19047619047619047,0.014814814814814815
80,0.2857142857142857,0.48148148148148145
81,0.5,0.2
82,0.047619047619047616,0.2518518518518518
83,0.40476190476190477,0.5407407407407407
84,0.2857142857142857,0.34814814814814815
85,0.30952380952380953,0.762962962962963
86,0.14285714285714285,0.2962962962962963
87,0.23809523809523808,0.5185185185185185
88,0.19047619047619047,0.4888888888888889
89,0.40476190476190477,0.25925925925925924
90,0.09523809523809523,0.4888888888888889
91,0.2857142857142857,0.7481481481481481
92,0.19047619047619047,0.0
93,0.2619047619047619,0.0962962962962963
94,0.2619047619047619,0.5037037037037037
95,0.40476190476190477,0.21481481481481482
96,0.40476190476190477,0.07407407407407407
97,0.23809523809523808,0.8
98,0.40476190476190477,0.42962962962962964
99,0.23809523809523808,0.16296296296296298
100,0.21428571428571427,0.5407407407407407
101,0.23809523809523808,0.32592592592592595
102,0.3333333333333333,0.5259259259259259
103,0.35714285714285715,0.9925925925925926
104,0.023809523809523808,0.044444444444444446
105,0.07142857142857142,0.4222222222222222
106,0.19047619047619047,0.14814814814814814
107,0.21428571428571427,0.5481481481481482
108,0.19047619047619047,0.5259259259259259
109,0.47619047619047616,0.48148148148148145
110,0.5,0.4148148148148148
111,0.4523809523809524,0.4148148148148148
112,0.47619047619047616,0.34074074074074073
113,0.4523809523809524,0.2962962962962963
114,0.5714285714285714,0.48148148148148145
115,0.5238095238095238,0.3111111111111111
116,0.40476190476190477,0.4444444444444444
117,0.42857142857142855,0.2740740740740741
118,0.5238095238095238,0.32592592592592595
119,0.5476190476190477,0.32592592592592595
120,0.42857142857142855,0.4444444444444444
121,0.4523809523809524,0.4222222222222222
122,0.5238095238095238,0.4444444444444444
123,0.40476190476190477,0.2814814814814815
124,0.5476190476190477,0.26666666666666666
125,0.5,0.34074074074074073
126,0.5714285714285714,0.37037037037037035
127,0.19047619047619047,0.1259259259259259
128,0.2857142857142857,0.014814814814814815
129,0.19047619047619047,0.5111111111111111
130,0.30952380952380953,0.31851851851851853
131,0.35714285714285715,0.11851851851851852
132,0.2857142857142857,0.5333333333333333
133,0.07142857142857142,0.3925925925925926
134,0.23809523809523808,0.2962962962962963
135,0.11904761904761904,0.35555555555555557
136,0.047619047619047616,0.4962962962962963
137,0.2857142857142857,0.6814814814814815
138,0.23809523809523808,0.32592592592592595
139,0.023809523809523808,0.07407407407407407
140,0.023809523809523808,0.5185185185185185
141,0.0,0.3925925925925926
142,0.40476190476190477,0.32592592592592595
143,0.2857142857142857,0.5481481481481482
144,0.38095238095238093,0.07407407407407407
145,0.14285714285714285,0.5481481481481482
146,0.21428571428571427,0.6
147,0.5476190476190477,0.1111111111111111
148,0.2619047619047619,0.34074074074074073
149,0.047619047619047616,0.43703703703703706
150,0.19047619047619047,0.0
151,0.5476190476190477,0.2222222222222222
152,0.30952380952380953,0.45185185185185184
153,0.42857142857142855,0.25925925925925924
154,0.5238095238095238,0.23703703703703705
155,0.30952380952380953,0.0
156,0.6666666666666666,0.32592592592592595
157,0.2619047619047619,0.4444444444444444
158,0.19047619047619047,0.1111111111111111
159,0.3333333333333333,0.8888888888888888
160,0.3333333333333333,0.6296296296296297
161,0.16666666666666666,0.5555555555555556
162,0.4523809523809524,0.13333333333333333
163,0.40476190476190477,0.17037037037037037
164,0.35714285714285715,0.4
165,0.0,0.5259259259259259
166,0.09523809523809523,0.2962962962962963
167,0.40476190476190477,0.4148148148148148
168,0.2619047619047619,0.9851851851851852
169,0.2619047619047619,0.23703703703703705
170,0.07142857142857142,0.5407407407407407
171,0.38095238095238093,0.7407407407407407
172,0.19047619047619047,0.762962962962963
173,0.38095238095238093,0.2074074074074074
174,0.38095238095238093,0.4222222222222222
175,0.11904761904761904,0.0962962962962963
176,0.40476190476190477,0.23703703703703705
177,0.16666666666666666,0.05185185185185185
178,0.14285714285714285,0.05925925925925926
